original_article,cleaned_article,change_description,legal_violation_categories
《中华人民共和国土地管理法》第七十七条第二款、,《中华人民共和国土地管理法》第七十七条第二款,"截断后缀""、""",房地产/土地
《中华人民共和国土地管理法》第二条第三款、第五十七条和,《中华人民共和国土地管理法》第二条第三款、第五十七条,"截断后缀""和""",房地产/土地
《中华人民共和国土地管理法》第二条第三款、第四十四条、五十三条,《中华人民共和国土地管理法》第二条第三款、第四十四条,"截断后缀""、五十三条""",房地产/土地
《中华人民共和国土地管理法》第二条第三款和,《中华人民共和国土地管理法》第二条第三款,"截断后缀""和""",房地产/土地
《中华人民共和国土地管理法》第二条第三款、,《中华人民共和国土地管理法》第二条第三款,"截断后缀""、""",房地产/土地
《中华人民共和国土地管理法》第二条、第四十三条、第四十四条、第五十九条至六十二条,《中华人民共和国土地管理法》第二条、第四十三条、第四十四条、第五十九条,"截断后缀""至六十二条""",房地产/土地
《中华人民共和国土地管理法》第二条、第四十三条和,《中华人民共和国土地管理法》第二条、第四十三条,"截断后缀""和""",房地产/土地
根据《中华人民共和国土地管理法》第七十七条第一款,《中华人民共和国土地管理法》第七十七条第一款,"去除前缀""根据""",房地产/土地
《中华人民共和国土地管理法》第二条和,《中华人民共和国土地管理法》第二条,"截断后缀""和""",房地产/土地
依据《中华人民共和国土地管理法》第七十七条,《中华人民共和国土地管理法》第七十七条,"去除前缀""依据""",房地产/土地
《商品房买卖合同补充协议》第六条第8项“若买受人未付清合同约定的全部应付款（含面积补差款,《商品房买卖合同补充协议》第六条第8项,"截断后缀""“若买受人未付清合同约定的全部应付款（含...""",房地产/土地
《商品房买卖合同》第七条：关于买受人逾期付款的违约责任与签订的附件四中所使用条款,《商品房买卖合同》第七条,"截断后缀""：关于买受人逾期付款的违约责任与签订的附...""",房地产/土地
《商品房买卖合同》第八条及本补充协议的相关约定承担逾期付款,《商品房买卖合同》第八条,"截断后缀""及本补充协议的相关约定承担逾期付款""",房地产/土地
《商品房买卖合同》第八条规定：逾期付款,《商品房买卖合同》第八条,"截断后缀""规定：逾期付款""",房地产/土地
《中华人民共和国招投标法实施条例》第六十七条;,《中华人民共和国招投标法实施条例》第六十七条,"截断后缀"";""",招投标
依据《中华人民共和国招投标法》第53条,《中华人民共和国招投标法》第53条,"去除前缀""依据""",招投标
《深圳经济特区建设工程施工招标投标条例》第六十五条第(二)项“投标人违反本条,《深圳经济特区建设工程施工招标投标条例》第六十五条第(二)项,"截断后缀""“投标人违反本条""",招投标
《招投标法实施条例》第五十九条、,《招投标法实施条例》第五十九条,"截断后缀""、""",招投标
《工程建设项目勘察设计招标投标办法》第三条和,《工程建设项目勘察设计招标投标办法》第三条,"截断后缀""和""",招投标
《中华人民共和国文物保护法》第二十九条和,《中华人民共和国文物保护法》第二十九条,"截断后缀""和""",文物保护
《中华人民共和国公司登记管理条例》第七十三条第一款的规定依据,《中华人民共和国公司登记管理条例》第七十三条第一款的规定,"截断后缀""依据""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第六十条、,《中华人民共和国公司登记管理条例》第六十条,"截断后缀""、""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第七十三条第一款规定的擅自变更登记事项,《中华人民共和国公司登记管理条例》第七十三条第一款,"截断后缀""规定的擅自变更登记事项""",无照经营/登记问题
《中华人民共和国企业法人登记管理条例实行细则》第六十条、,《中华人民共和国企业法人登记管理条例实行细则》第六十条,"截断后缀""、""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第七十六条和,《中华人民共和国公司登记管理条例》第七十六条,"截断后缀""和""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第二十六条、,《中华人民共和国公司登记管理条例》第二十六条,"截断后缀""、""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第二十六条“公司变更登记事项,《中华人民共和国公司登记管理条例》第二十六条,"截断后缀""“公司变更登记事项""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第七十三条第二款“公司未依照本条,《中华人民共和国公司登记管理条例》第七十三条第二款,"截断后缀""“公司未依照本条""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第三条的规定依据,《中华人民共和国公司登记管理条例》第三条的规定,"截断后缀""依据""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第三十三条一款,《中华人民共和国公司登记管理条例》第三十三条,"截断后缀""一款""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第七十六条、,《中华人民共和国公司登记管理条例》第七十六条,"截断后缀""、""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第七十六条规定依据,《中华人民共和国公司登记管理条例》第七十六条,"截断后缀""规定依据""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第七十六条的规定依据,《中华人民共和国公司登记管理条例》第七十六条的规定,"截断后缀""依据""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第七十六条所指“公司不按照规定依据,《中华人民共和国公司登记管理条例》第七十六条,"截断后缀""所指“公司不按照规定依据""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第三条第二款的规定依据,《中华人民共和国公司登记管理条例》第三条第二款的规定,"截断后缀""依据""",无照经营/登记问题
《中华人民共和国企业法人登记管理条例施行细则》第六十三条第一款七项,《中华人民共和国企业法人登记管理条例施行细则》第六十三条第一款,"截断后缀""七项""",无照经营/登记问题
《中华人民共和国公司登记管理条例》第33条、,《中华人民共和国公司登记管理条例》第33条,"截断后缀""、""",无照经营/登记问题
《中华人民共和国企业法人登记管理条例》第三十条一款,《中华人民共和国企业法人登记管理条例》第三十条,"截断后缀""一款""",无照经营/登记问题
《中华人民共和国企业法人登记管理条例》第三十条第一款第三项和,《中华人民共和国企业法人登记管理条例》第三十条第一款第三项,"截断后缀""和""",无照经营/登记问题
